,Unnamed: 0,Ticker_Symbol,Years,Period_Ending, Total _Revenue ,Revenue,COGS ," Sales, General and Admin. ",R&D,Unnamed: 9,Unnamed: 10, Other_Operating_expense,GICS_Sector,GICS_Sub_Industry,Unnamed: 14,Unnamed: 15,Column1,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
1529,1596,UNH,Year 3,12/31/2015," $157,107,000,000 ",157107000000.0," $103,875,000,000 ", $-   , $-   , -   ,    ," $42,211,000,000 ",Health Care,Managed Health Care,,,,,,    ,,
1530,1597,UNH,Year 4,12/31/2016," $184,840,000,000 ",184840000000.0," $117,038,000,000 ", $-   , $-   , -   ,    ," $54,872,000,000 ",Health Care,Managed Health Care,,,,,,    ,,
1531,1598,UNM,Year 1,12/31/2012," $10,515,400,000 ",10515400000.0," $7,172,100,000 "," $786,800,000 ", $-   , -   ,    ," $1,161,600,000 ",Financials,Diversified Financial Services,,,,,,    ,,
1532,1599,UNM,Year 2,12/31/2013," $10,368,600,000 ",10368600000.0," $7,038,400,000 "," $790,400,000 ", $-   , -   ,    ," $1,170,400,000 ",Financials,Diversified Financial Services,,,,,,    ,,
1533,1600,UNM,Year 3,12/31/2014," $10,524,500,000 ",10524500000.0," $7,722,100,000 "," $820,900,000 ", $-   , -   ,    ," $1,272,000,000 ",Financials,Diversified Financial Services,,,,,,    ,,
1534,1601,UNM,Year 4,12/31/2015," $10,731,300,000 ",10731300000.0," $7,209,400,000 "," $835,100,000 ", $-   , -   ,    ," $1,295,700,000 ",Financials,Diversified Financial Services,,,,,,    ,,
1535,1602,UNP,Year 1,12/31/2013," $21,963,000,000 ",21963000000.0," $5,849,000,000 "," $6,891,000,000 ", $-   , -   ,    ," $1,777,000,000 ",Industrials,Railroads,,,,,,    ,,
1536,1603,UNP,Year 2,12/31/2014," $23,988,000,000 ",23988000000.0," $6,097,000,000 "," $7,234,000,000 ", $-   , -   ,    ," $1,904,000,000 ",Industrials,Railroads,,,,,,    ,,
1537,1604,UNP,Year 3,12/31/2015," $21,813,000,000 ",21813000000.0," $4,434,000,000 "," $7,315,000,000 ", $-   , -   ,    ," $2,012,000,000 ",Industrials,Railroads,,,,,,    ,,
1538,1605,UNP,Year 4,12/31/2016," $19,941,000,000 ",19941000000.0," $3,747,000,000 "," $6,884,000,000 ", $-   , -   ,    ," $2,038,000,000 ",Industrials,Railroads,,,,,,    ,,
1539,1606,UPS,Year 1,12/31/2012," $54,127,000,000 ",54127000000.0," $13,574,000,000 "," $37,352,000,000 ", $-   , -   ,    ," $1,858,000,000 ",Industrials,Air Freight & Logistics,,,,,,    ,,
1540,1607,UPS,Year 2,12/31/2013," $55,438,000,000 ",55438000000.0," $13,703,000,000 "," $32,834,000,000 ", $-   , -   ,    ," $1,867,000,000 ",Industrials,Air Freight & Logistics,,,,,,    ,,
1541,1608,UPS,Year 3,12/31/2014," $58,232,000,000 ",58232000000.0," $14,758,000,000 "," $36,583,000,000 ", $-   , -   ,    ," $1,923,000,000 ",Industrials,Air Freight & Logistics,,,,,,    ,,
1542,1609,UPS,Year 4,12/31/2015," $58,363,000,000 ",58363000000.0," $12,947,000,000 "," $35,664,000,000 ", $-   , -   ,    ," $2,084,000,000 ",Industrials,Air Freight & Logistics,,,,,,    ,,
1543,1610,URBN,Year 1,1/31/2013," $2,794,925,000 ",2794925000.0," $1,763,394,000 "," $657,246,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Apparel Retail,,,,,,    ,,
1544,1611,URBN,Year 2,1/31/2014," $3,086,608,000 ",3086608000.0," $1,925,266,000 "," $734,511,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Apparel Retail,,,,,,    ,,
1545,1612,URBN,Year 3,1/31/2015," $3,323,077,000 ",3323077000.0," $2,148,147,000 "," $809,545,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Apparel Retail,,,,,,    ,,
1546,1613,URBN,Year 4,1/31/2016," $3,445,134,000 ",3445134000.0," $2,243,232,000 "," $848,323,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Apparel Retail,,,,,,    ,,
1547,1614,USB,Year 1,7/31/2013," $2,436,948,000 ",2436948000.0," $1,589,821,000 "," $441,168,000 "," $62,630,000 "," 62,630,000 "," 62,630,000 ", $-   ,Financials,Banks,,,,,," 62,630,000 ",,
1548,1615,USB,Year 2,7/31/2014," $2,473,500,000 ",2473500000.0," $1,595,700,000 "," $460,300,000 "," $61,800,000 "," 61,800,000 "," 61,800,000 ", $-   ,Financials,Banks,,,,,," 61,800,000 ",,
1549,1616,USB,Year 3,7/31/2015," $2,371,200,000 ",2371200000.0," $1,562,600,000 "," $460,100,000 "," $60,200,000 "," 60,200,000 "," 60,200,000 ", $-   ,Financials,Banks,,,,,," 60,200,000 ",,
1550,1617,USB,Year 4,7/31/2016," $2,220,300,000 ",2220300000.0," $1,465,500,000 "," $425,100,000 "," $55,500,000 "," 55,500,000 "," 55,500,000 ", $-   ,Financials,Banks,,,,,," 55,500,000 ",,
1551,1618,UTX,Year 1,12/31/2013," $56,600,000,000 ",56600000000.0," $40,468,000,000 "," $5,241,000,000 "," $2,342,000,000 "," 2,342,000,000 "," 2,342,000,000 ", $-   ,Industrials,Industrial Conglomerates,,,,,," 2,342,000,000 ",,
1552,1619,UTX,Year 2,12/31/2014," $57,900,000,000 ",57900000000.0," $40,898,000,000 "," $4,934,000,000 "," $2,475,000,000 "," 2,475,000,000 "," 2,475,000,000 ", $-   ,Industrials,Industrial Conglomerates,,,,,," 2,475,000,000 ",,
1553,1620,UTX,Year 3,12/31/2015," $56,098,000,000 ",56098000000.0," $40,431,000,000 "," $6,097,000,000 "," $2,279,000,000 "," 2,279,000,000 "," 2,279,000,000 ", $-   ,Industrials,Industrial Conglomerates,,,,,," 2,279,000,000 ",,
1554,1621,UTX,Year 4,12/31/2016," $57,244,000,000 ",57244000000.0," $41,460,000,000 "," $5,275,000,000 "," $2,337,000,000 "," 2,337,000,000 "," 2,337,000,000 ", $-   ,Industrials,Industrial Conglomerates,,,,,," 2,337,000,000 ",,
1555,1622,V,Year 1,9/30/2013," $11,778,000,000 ",11778000000.0," $1,932,000,000 "," $2,207,000,000 ", $-   , -   ,    ," $397,000,000 ",Information Technology,Internet Software & Services,,,,,,    ,,
1556,1623,V,Year 2,9/30/2014," $12,702,000,000 ",12702000000.0," $1,875,000,000 "," $2,242,000,000 ", $-   , -   ,    ," $435,000,000 ",Information Technology,Internet Software & Services,,,,,,    ,,
1557,1624,V,Year 3,9/30/2015," $13,880,000,000 ",13880000000.0," $2,079,000,000 "," $2,229,000,000 ", $-   , -   ,    ," $494,000,000 ",Information Technology,Internet Software & Services,,,,,,    ,,
1558,1625,V,Year 4,9/30/2016," $15,082,000,000 ",15082000000.0," $2,226,000,000 "," $4,469,000,000 ", $-   , -   ,    ," $502,000,000 ",Information Technology,Internet Software & Services,,,,,,    ,,
1559,1626,VAR,Year 1,9/27/2013," $2,942,897,000 ",2942897000.0," $1,693,210,000 "," $432,589,000 "," $208,208,000 "," 208,208,000 "," 208,208,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 208,208,000 ",,
1560,1627,VAR,Year 2,9/26/2014," $3,049,800,000 ",3049800000.0," $1,748,100,000 "," $470,600,000 "," $234,800,000 "," 234,800,000 "," 234,800,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 234,800,000 ",,
1561,1628,VAR,Year 3,10-02-2015," $3,099,100,000 ",3099100000.0," $1,816,400,000 "," $488,500,000 "," $245,200,000 "," 245,200,000 "," 245,200,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 245,200,000 ",,
1562,1629,VAR,Year 4,9/30/2016," $3,217,800,000 ",3217800000.0," $1,856,500,000 "," $557,000,000 "," $253,500,000 "," 253,500,000 "," 253,500,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 253,500,000 ",,
1563,1630,VFC,Year 1,12/31/2012," $10,879,855,000 ",10879855000.0," $5,817,880,000 "," $3,596,708,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1564,1631,VFC,Year 2,12/31/2013," $11,419,648,000 ",11419648000.0," $5,931,469,000 "," $3,841,032,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1565,1632,VFC,Year 3,01-03-2015," $12,282,161,000 ",12282161000.0," $6,288,190,000 "," $4,159,885,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1566,1633,VFC,Year 4,01-02-2016," $12,376,744,000 ",12376744000.0," $6,393,800,000 "," $4,178,386,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1567,1634,VIAB,Year 1,9/30/2013," $13,794,000,000 ",13794000000.0," $6,799,000,000 "," $2,829,000,000 ", $-   , -   ,    ," $237,000,000 ",Consumer Discretionary,Broadcasting & Cable TV,,,,,,    ,,
1568,1635,VIAB,Year 2,9/30/2014," $13,783,000,000 ",13783000000.0," $6,542,000,000 "," $2,899,000,000 ", $-   , -   ,    ," $217,000,000 ",Consumer Discretionary,Broadcasting & Cable TV,,,,,,    ,,
1569,1636,VIAB,Year 3,9/30/2015," $13,268,000,000 ",13268000000.0," $6,868,000,000 "," $2,860,000,000 ", $-   , -   ,    ," $222,000,000 ",Consumer Discretionary,Broadcasting & Cable TV,,,,,,    ,,
1570,1637,VIAB,Year 4,9/30/2016," $12,488,000,000 ",12488000000.0," $6,684,000,000 "," $2,851,000,000 ", $-   , -   ,    ," $221,000,000 ",Consumer Discretionary,Broadcasting & Cable TV,,,,,,    ,,
1571,1638,VLO,Year 1,12/31/2012," $138,393,000,000 ",138393000000.0," $126,485,000,000 "," $5,229,000,000 ", $-   , -   ,    ," $1,549,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation,,,,,,    ,,
1572,1639,VLO,Year 2,12/31/2013," $138,074,000,000 ",138074000000.0," $127,316,000,000 "," $5,081,000,000 ", $-   , -   ,    ," $1,720,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation,,,,,,    ,,
1573,1640,VLO,Year 3,12/31/2014," $130,844,000,000 ",130844000000.0," $118,141,000,000 "," $5,111,000,000 ", $-   , -   ,    ," $1,690,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation,,,,,,    ,,
1574,1641,VLO,Year 4,12/31/2015," $87,804,000,000 ",87804000000.0," $74,651,000,000 "," $4,953,000,000 ", $-   , -   ,    ," $1,842,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation,,,,,,    ,,
1575,1642,VMC,Year 1,12/31/2012," $2,567,310,000 ",2567310000.0," $2,233,284,000 "," $308,143,000 ", $-   , -   ,    , $-   ,Materials,Construction Materials,,,,,,    ,,
1576,1643,VMC,Year 2,12/31/2013," $2,770,709,000 ",2770709000.0," $2,343,829,000 "," $274,217,000 ", $-   , -   ,    , $-   ,Materials,Construction Materials,,,,,,    ,,
1577,1644,VMC,Year 3,12/31/2014," $2,994,169,000 ",2994169000.0," $2,406,587,000 "," $292,358,000 ", $-   , -   ,    , $-   ,Materials,Construction Materials,,,,,,    ,,
1578,1645,VMC,Year 4,12/31/2015," $3,422,181,000 ",3422181000.0," $2,564,648,000 "," $312,694,000 ", $-   , -   ,    , $-   ,Materials,Construction Materials,,,,,,    ,,
1579,1646,VNO,Year 1,12/31/2013," $2,299,176,000 ",2299176000.0," $928,565,000 "," $177,366,000 "," $32,210,000 "," 32,210,000 "," 32,210,000 "," $461,627,000 ",Real Estate,REITs,,,,,," 32,210,000 ",,
1580,1647,VNO,Year 2,12/31/2014," $2,312,512,000 ",2312512000.0," $953,611,000 "," $169,270,000 ", $-   , -   ,    ," $481,303,000 ",Real Estate,REITs,,,,,,    ,,
1581,1648,VNO,Year 3,12/31/2015," $2,502,267,000 ",2502267000.0," $1,011,249,000 "," $175,307,000 ", $-   , -   ,    ," $542,952,000 ",Real Estate,REITs,,,,,,    ,,
1582,1649,VNO,Year 4,12/31/2016," $2,506,202,000 ",2506202000.0," $1,024,336,000 "," $179,279,000 ", $-   , -   ,    ," $565,059,000 ",Real Estate,REITs,,,,,,    ,,
1583,1650,VRSK,Year 1,12/31/2012," $1,407,848,000 ",1407848000.0," $516,708,000 "," $220,068,000 ", $-   , -   ,    ," $98,844,000 ",Industrials,Research & Consulting Services,,,,,,    ,,
1584,1651,VRSK,Year 2,12/31/2013," $1,595,703,000 ",1595703000.0," $622,523,000 "," $228,982,000 ", $-   , -   ,    ," $129,931,000 ",Industrials,Research & Consulting Services,,,,,,    ,,
1585,1652,VRSK,Year 3,12/31/2014," $1,746,726,000 ",1746726000.0," $716,598,000 "," $227,306,000 ", $-   , -   ,    ," $142,376,000 ",Industrials,Research & Consulting Services,,,,,,    ,,
1586,1653,VRSK,Year 4,12/31/2015," $2,068,010,000 ",2068010000.0," $803,274,000 "," $312,690,000 ", $-   , -   ,    ," $215,484,000 ",Industrials,Research & Consulting Services,,,,,,    ,,
1587,1654,VRSN,Year 1,12/31/2012," $873,592,000 ",873592000.0," $167,600,000 "," $186,971,000 "," $61,694,000 "," 61,694,000 "," 61,694,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 61,694,000 ",,
1588,1655,VRSN,Year 2,12/31/2013," $965,087,000 ",965087000.0," $187,013,000 "," $179,545,000 "," $70,297,000 "," 70,297,000 "," 70,297,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 70,297,000 ",,
1589,1656,VRSN,Year 3,12/31/2014," $1,010,117,000 ",1010117000.0," $188,425,000 "," $189,488,000 "," $67,777,000 "," 67,777,000 "," 67,777,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 67,777,000 ",,
1590,1657,VRSN,Year 4,12/31/2015," $1,059,366,000 ",1059366000.0," $192,788,000 "," $196,914,000 "," $63,718,000 "," 63,718,000 "," 63,718,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 63,718,000 ",,
1591,1658,VRTX,Year 1,12/31/2012," $1,527,042,000 ",1527042000.0," $279,885,000 "," $432,681,000 "," $765,905,000 "," 765,905,000 "," 765,905,000 ", $-   ,Health Care,Biotechnology,,,,,," 765,905,000 ",,
1592,1659,VRTX,Year 2,12/31/2013," $1,211,975,000 ",1211975000.0," $130,277,000 "," $356,188,000 "," $882,097,000 "," 882,097,000 "," 882,097,000 ", $-   ,Health Care,Biotechnology,,,,,," 882,097,000 ",,
1593,1660,VRTX,Year 3,12/31/2014," $580,415,000 ",580415000.0," $60,987,000 "," $305,409,000 "," $855,506,000 "," 855,506,000 "," 855,506,000 ", $-   ,Health Care,Biotechnology,,,,,," 855,506,000 ",,
1594,1661,VRTX,Year 4,12/31/2015," $1,032,336,000 ",1032336000.0," $124,512,000 "," $376,575,000 "," $995,922,000 "," 995,922,000 "," 995,922,000 ", $-   ,Health Care,Biotechnology,,,,,," 995,922,000 ",,
1595,1662,VTR,Year 1,12/31/2013," $2,514,595,000 ",2514595000.0," $1,118,240,000 "," $132,447,000 ", $-   , -   ,    ," $629,908,000 ",Real Estate,REITs,,,,,,    ,,
1596,1663,VTR,Year 2,12/31/2014," $2,772,550,000 ",2772550000.0," $1,212,480,000 "," $147,481,000 ", $-   , -   ,    ," $725,216,000 ",Real Estate,REITs,,,,,,    ,,
1597,1664,VTR,Year 3,12/31/2015," $3,285,346,000 ",3285346000.0," $1,410,205,000 "," $145,992,000 ", $-   , -   ,    ," $894,057,000 ",Real Estate,REITs,,,,,,    ,,
1598,1665,VTR,Year 4,12/31/2016," $3,442,646,000 ",3442646000.0," $1,442,073,000 "," $136,863,000 ", $-   , -   ,    ," $898,924,000 ",Real Estate,REITs,,,,,,    ,,
1599,1666,VZ,Year 1,12/31/2012," $115,846,000,000 ",115846000000.0," $46,275,000,000 "," $39,951,000,000 ", $-   , -   ,    ," $16,460,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,
1600,1667,VZ,Year 2,12/31/2013," $120,550,000,000 ",120550000000.0," $44,887,000,000 "," $27,089,000,000 ", $-   , -   ,    ," $16,606,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,
1601,1668,VZ,Year 3,12/31/2014," $127,079,000,000 ",127079000000.0," $49,931,000,000 "," $41,016,000,000 ", $-   , -   ,    ," $16,533,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,
1602,1669,VZ,Year 4,12/31/2015," $131,620,000,000 ",131620000000.0," $52,557,000,000 "," $29,986,000,000 ", $-   , -   ,    ," $16,017,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,
1603,1670,WAT,Year 1,12/31/2012," $1,843,641,000 ",1843641000.0," $737,614,000 "," $477,270,000 "," $96,004,000 "," 96,004,000 "," 96,004,000 "," $13,829,000 ",Health Care,Health Care Distributors,,,,,," 96,004,000 ",,
1604,1671,WAT,Year 2,12/31/2013," $1,904,218,000 ",1904218000.0," $783,456,000 "," $492,965,000 "," $100,536,000 "," 100,536,000 "," 100,536,000 "," $9,918,000 ",Health Care,Health Care Distributors,,,,,," 100,536,000 ",,
1605,1672,WAT,Year 3,12/31/2014," $1,989,344,000 ",1989344000.0," $824,913,000 "," $512,707,000 "," $107,726,000 "," 107,726,000 "," 107,726,000 "," $10,634,000 ",Health Care,Health Care Distributors,,,,,," 107,726,000 ",,
1606,1673,WAT,Year 4,12/31/2015," $2,042,332,000 ",2042332000.0," $842,672,000 "," $495,747,000 "," $118,545,000 "," 118,545,000 "," 118,545,000 "," $10,123,000 ",Health Care,Health Care Distributors,,,,,," 118,545,000 ",,
1607,1674,WDC,Year 1,6/28/2013," $15,351,000,000 ",15351000000.0," $10,988,000,000 "," $1,525,000,000 "," $1,572,000,000 "," 1,572,000,000 "," 1,572,000,000 ", $-   ,Information Technology,Computer Storage & Peripherals,,,,,," 1,572,000,000 ",,
1608,1675,WDC,Year 2,6/27/2014," $15,130,000,000 ",15130000000.0," $10,770,000,000 "," $908,000,000 "," $1,661,000,000 "," 1,661,000,000 "," 1,661,000,000 ", $-   ,Information Technology,Computer Storage & Peripherals,,,,,," 1,661,000,000 ",,
1609,1676,WDC,Year 3,07-03-2015," $14,572,000,000 ",14572000000.0," $10,351,000,000 "," $964,000,000 "," $1,646,000,000 "," 1,646,000,000 "," 1,646,000,000 ", $-   ,Information Technology,Computer Storage & Peripherals,,,,,," 1,646,000,000 ",,
1610,1677,WDC,Year 4,07-01-2016," $12,994,000,000 ",12994000000.0," $9,559,000,000 "," $1,342,000,000 "," $1,627,000,000 "," 1,627,000,000 "," 1,627,000,000 ", $-   ,Information Technology,Computer Storage & Peripherals,,,,,," 1,627,000,000 ",,
1611,1678,WEC,Year 1,12/31/2012," $4,246,400,000 ",4246400000.0," $2,760,500,000 "," $121,400,000 ", $-   , -   ,    ," $364,200,000 ",Utilities,Electric Utilities,,,,,,    ,,
1612,1679,WEC,Year 2,12/31/2013," $4,519,000,000 ",4519000000.0," $2,982,100,000 "," $116,700,000 ", $-   , -   ,    ," $340,100,000 ",Utilities,Electric Utilities,,,,,,    ,,
1613,1680,WEC,Year 3,12/31/2014," $4,997,100,000 ",4997100000.0," $3,371,800,000 "," $121,800,000 ", $-   , -   ,    ," $391,400,000 ",Utilities,Electric Utilities,,,,,,    ,,
1614,1681,WEC,Year 4,12/31/2015," $5,926,100,000 ",5926100000.0," $3,949,400,000 "," $164,400,000 ", $-   , -   ,    ," $561,800,000 ",Utilities,Electric Utilities,,,,,,    ,,
1615,1682,WFC,Year 1,12/31/2012," $91,247,000,000 ",91247000000.0," $1,727,000,000 "," $48,724,000,000 ", $-   , -   ,    ," $8,891,000,000 ",Financials,Banks,,,,,,    ,,
1616,1683,WFC,Year 2,12/31/2013," $88,069,000,000 ",88069000000.0," $1,337,000,000 "," $47,338,000,000 ", $-   , -   ,    ," $3,813,000,000 ",Financials,Banks,,,,,,    ,,
1617,1684,WFC,Year 3,12/31/2014," $88,372,000,000 ",88372000000.0," $1,096,000,000 "," $47,667,000,000 ", $-   , -   ,    ," $2,765,000,000 ",Financials,Banks,,,,,,    ,,
1618,1685,WFC,Year 4,12/31/2015," $90,033,000,000 ",90033000000.0," $963,000,000 "," $48,728,000,000 ", $-   , -   ,    ," $3,688,000,000 ",Financials,Banks,,,,,,    ,,
1619,1686,WFM,Year 1,9/29/2013," $12,917,000,000 ",12917000000.0," $8,288,000,000 "," $3,682,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Food Retail,,,,,,    ,,
1620,1687,WFM,Year 2,9/28/2014," $14,194,000,000 ",14194000000.0," $9,150,000,000 "," $4,032,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Food Retail,,,,,,    ,,
1621,1688,WFM,Year 3,9/27/2015," $15,389,000,000 ",15389000000.0," $9,973,000,000 "," $4,472,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Food Retail,,,,,,    ,,
1622,1689,WFM,Year 4,9/25/2016," $15,724,000,000 ",15724000000.0," $10,313,000,000 "," $4,477,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Food Retail,,,,,,    ,,
1623,1690,WHR,Year 1,12/31/2013," $18,769,000,000 ",18769000000.0," $15,471,000,000 "," $1,828,000,000 ", $-   , -   ,    ," $25,000,000 ",Consumer Discretionary,Household Appliances,,,,,,    ,,
1624,1691,WHR,Year 2,12/31/2014," $19,872,000,000 ",19872000000.0," $16,477,000,000 "," $2,038,000,000 ", $-   , -   ,    ," $33,000,000 ",Consumer Discretionary,Household Appliances,,,,,,    ,,
1625,1692,WHR,Year 3,12/31/2015," $20,891,000,000 ",20891000000.0," $17,201,000,000 "," $2,130,000,000 ", $-   , -   ,    ," $74,000,000 ",Consumer Discretionary,Household Appliances,,,,,,    ,,
1626,1693,WHR,Year 4,12/31/2016," $20,718,000,000 ",20718000000.0," $17,036,000,000 "," $2,084,000,000 ", $-   , -   ,    ," $71,000,000 ",Consumer Discretionary,Household Appliances,,,,,,    ,,
1627,1698,WM,Year 1,12/31/2013," $13,983,000,000 ",13983000000.0," $9,112,000,000 "," $1,468,000,000 ", $-   , -   ,    ," $1,333,000,000 ",Industrials,Environmental Services,,,,,,    ,,
1628,1699,WM,Year 2,12/31/2014," $13,996,000,000 ",13996000000.0," $9,002,000,000 "," $1,481,000,000 ", $-   , -   ,    ," $1,292,000,000 ",Industrials,Environmental Services,,,,,,    ,,
1629,1700,WM,Year 3,12/31/2015," $12,961,000,000 ",12961000000.0," $8,231,000,000 "," $1,343,000,000 ", $-   , -   ,    ," $1,245,000,000 ",Industrials,Environmental Services,,,,,,    ,,
1630,1701,WM,Year 4,12/31/2016," $13,609,000,000 ",13609000000.0," $8,486,000,000 "," $1,410,000,000 ", $-   , -   ,    ," $1,301,000,000 ",Industrials,Environmental Services,,,,,,    ,,
1631,1702,WMB,Year 1,12/31/2012," $7,486,000,000 ",7486000000.0," $4,523,000,000 "," $595,000,000 ", $-   , -   ,    ," $756,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1632,1703,WMB,Year 2,12/31/2013," $6,860,000,000 ",6860000000.0," $4,124,000,000 "," $546,000,000 ", $-   , -   ,    ," $815,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1633,1704,WMB,Year 3,12/31/2014," $7,637,000,000 ",7637000000.0," $4,508,000,000 "," $384,000,000 ", $-   , -   ,    ," $1,176,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1634,1705,WMB,Year 4,12/31/2015," $7,360,000,000 ",7360000000.0," $3,434,000,000 "," $864,000,000 ", $-   , -   ,    ," $1,738,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1635,1706,WMT,Year 1,1/31/2013," $468,651,000,000 ",468651000000.0," $352,297,000,000 "," $88,629,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Hypermarkets & Super Centers,,,,,,    ,,
